,v1,v2,Unnamed: 2,Unnamed: 3,Unnamed: 4,Text_clean,sentiment
834,ham,Surely result will offer  ,,,,surely result offer,positive
835,ham,Good Morning my Dear  Have a great  amp  successful day ,,,,good morning dear great amp successful day,positive
836,spam,Do you want  anytime any network mins  text and a NEW VIDEO phone for only five pounds per week call  or reply for delivery tomorrow,,,,want anytime network mins text new video phone five pounds per week call reply delivery tomorrow,positive
837,ham,Sir  I have been late in paying rent for the past few months and had to pay a    lt  gt   charge  I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that s why i didnt speak up  I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month s end  Can you please help  Thanks,,,,sir late paying rent past months pay lt gt charge felt would inconsiderate nag something give great cost didnt speak however recession wont able pay charge month hence askin well ahead month end please help thanks,positive
838,spam,We tried to contact you re our offer of New Video Phone  anytime any network mins HALF PRICE Rental camcorder call  or reply for delivery Wed,,,,tried contact offer new video phone anytime network mins half price rental camcorder call reply delivery wed,positive
839,spam,Last chance  claim ur å£ worth of discount vouchers Text YES to  now SavaMob member offers mobile T Cs   å£  Sub     Remove txt X or STOP,,,,last chance claim ur å£ worth discount vouchers text yes savamob member offers mobile cs å£ sub remove txt x stop,positive
840,ham,I luv u soo much u donåÕt understand how special u r  me ring u morrow luv u xxx,,,,luv u soo much u donåõt understand special u r ring u morrow luv u xxx,positive
841,ham,Pls send me a comprehensive mail about who i m paying  when and how much ,,,,pls send comprehensive mail paying much,positive
842,ham,Our Prashanthettan s mother passed away last night  pray for her and family ,,,,prashanthettan mother passed away last night pray family,positive
843,spam,Urgent  call  from your landline  Your complimentary * Ibiza Holiday or   cash await collection SAE T Cs PO BOX  SK WP  ppm   ,,,,urgent call landline complimentary * ibiza holiday cash await collection sae cs po box sk wp ppm,positive
844,ham,K k  when are you going ,,,,k k going,positive
845,ham,Meanwhile in the shit suite  xavier decided to give us   lt  gt   seconds of warning that samantha was coming over and is playing jay s guitar to impress her or some shit  Also I don t think doug realizes I don t live here anymore,,,,meanwhile shit suite xavier decided give us lt gt seconds warning samantha coming playing jay guitar impress shit also think doug realizes live anymore,negative
846,ham,My stomach has been thru so much trauma I swear I just can t eat  I better lose weight ,,,,stomach thru much trauma swear eat better lose weight,negative
847,ham,I am in office  whats the matter msg me now i will call you at break   ,,,,office whats matter msg call break,positive
848,ham,Yeah there s barely enough room for the two of us  x has too many fucking shoes  Sorry man  see you later,,,,yeah barely enough room two us x many fucking shoes sorry man see later,positive
849,spam,Today s Offer  Claim ur å£ worth of discount vouchers  Text YES to  now  SavaMob  member offers mobile  T Cs   å£  Sub     Unsub reply X,,,,today offer claim ur å£ worth discount vouchers text yes savamob member offers mobile cs å£ sub unsub reply x,positive
850,ham,U reach orchard already  U wan  go buy tickets first ,,,,u reach orchard already u wan go buy tickets first,positive
851,ham,I am real  baby  I want to bring out your inner tigress ,,,,real baby want bring inner tigress,positive
852,ham,No da if you run that it activate the full version da ,,,,da run activate full version da,positive
853,ham,\AH POOR BABY HOPE URFEELING BETTERSN LUV  PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK  U SN LOTS OF LOVEJEN XXX \ ,,,,\ah poor baby hope urfeeling bettersn luv probthat overdose work hey go careful spk u sn lots lovejen xxx \,positive
854,ham,Stop the story  I ve told him i ve returned it and he s saying i should not re order it ,,,,stop story told returned saying order,negative
855,spam,Talk sexy  Make new friends or fall in love in the worlds most discreet text dating service  Just text VIP to  and see who you could meet ,,,,talk sexy make new friends fall love worlds discreet text dating service text vip see could meet,positive
856,ham,Going to take your babe out  ,,,,going take babe,positive
857,ham,Hai ana tomarrow am coming on morning    lt DECIMAL gt   ill be there in sathy then we ll go to RTO office  Reply me after came to home ,,,,hai ana tomarrow coming morning lt decimal gt ill sathy go rto office reply came home,negative
858,ham,Spoons it is then okay ,,,,spoons okay,positive
859,ham,Did he just say somebody is named tampa,,,,say somebody named tampa,positive
860,ham,In work now  Going have in few min ,,,,work going min,positive
861,ham,Your brother is a genius,,,,brother genius,positive
862,ham,Sorry  I guess whenever I can get a hold of my connections  maybe an hour or two  I ll text you,,,,sorry guess whenever get hold connections maybe hour two text,negative
863,ham,Did u find out what time the bus is at coz i need to sort some stuff out ,,,,u find time bus coz need sort stuff,positive
864,ham,Dude ive been seeing a lotta corvettes lately,,,,dude ive seeing lotta corvettes lately,positive
865,spam,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call  Ts Cs www smsco net å£ pm approx mins,,,,congratulations ur awarded either yrs supply cds virgin records mystery gift guaranteed call ts cs www smsco net å£ pm approx mins,positive
866,ham,Same here  but I consider walls and bunkers and shit important just because I never play on peaceful but I guess your place is high enough that it don t matter,,,,consider walls bunkers shit important never play peaceful guess place high enough matter,negative
867,spam,PRIVATE  Your  Account Statement for  XXXXXX shows  un redeemed S  I  M  points  Call  Identifier Code   Expires   ,,,,private account statement xxxxxx shows un redeemed points call identifier code expires,positive
868,spam,Hello  We need some posh birds and chaps to user trial prods for champneys  Can i put you down  I need your address and dob asap  Ta r,,,,hello need posh birds chaps user trial prods champneys put need address dob asap ta r,positive
869,spam,What do U want for Xmas  How about  free text messages   a new video phone with half price line rental  Call free now on   to find out more ,,,,u want xmas free text messages new video phone half price line rental call free find,positive
870,ham,Well am officially in a philosophical hole  so if u wanna call am at home ready to be saved ,,,,well officially philosophical hole u wanna call home ready saved,positive
871,ham,Its going good no problem but still need little experience to understand american customer voice ,,,,going good problem still need little experience understand american customer voice,positive
872,ham,I ll text you when I drop x off,,,,text drop x,negative
873,ham,Ugh its been a long day  I m exhausted  Just want to cuddle up and take a nap,,,,ugh long day exhausted want cuddle take nap,negative
874,ham,Talk With Yourself Atleast Once In A Day  Otherwise You Will Miss Your Best FRIEND In This WORLD   Shakespeare  SHESIL   lt  gt ,,,,talk atleast day otherwise miss best friend world shakespeare shesil lt gt,positive
875,spam,Shop till u Drop  IS IT YOU  either K  K  å£ Cash or å£ Travel voucher  Call now    NTT PO Box CRBT fixedline Cost ppm mobile vary,,,,shop till u drop either k k å£ cash å£ travel voucher call ntt po box crbt fixedline cost ppm mobile vary,negative
876,ham,Are you in castor  You need to see something,,,,castor need see something,positive
877,spam,Sunshine Quiz Wkly Q  Win a top Sony DVD player if u know which country Liverpool played in mid week  Txt ansr to   å£  SP Tyrone,,,,sunshine quiz wkly q win top sony dvd player u know country liverpool played mid week txt ansr å£ sp tyrone,positive
878,spam,U have a secret admirer who is looking  make contact with U find out who they R*reveal who thinks UR so special call on ,,,,u secret admirer looking make contact u find r*reveal thinks ur special call,positive
879,spam,U have a Secret Admirer who is looking  make contact with U find out who they R*reveal who thinks UR so special call on  stopsms ,,,,u secret admirer looking make contact u find r*reveal thinks ur special call stopsms,positive
880,spam,Reminder  You have not downloaded the content you have already paid for  Goto http  doit  mymoby  tv  to collect your content ,,,,reminder downloaded content already paid goto http doit mymoby tv collect content,positive
881,ham,see  i knew giving you a break a few times woul lead to you always wanting to miss curfew  I was gonna gibe you  til one  but a MIDNIGHT movie is not gonna get out til after   You need to come home  You need to getsleep and  if anything  you need to b studdying ear training ,,,,see knew giving break times woul lead always wanting miss curfew gonna gibe til one midnight movie gonna get til need come home need getsleep anything need b studdying ear training,positive
882,ham,I love to give massages  I use lots of baby oil  What is your fave position ,,,,love give massages use lots baby oil fave position,positive
883,ham,Dude we should go sup again,,,,dude go sup,positive
884,ham,Yoyyooo u know how to change permissions for a drive in mac  My usb flash drive,,,,yoyyooo u know change permissions drive mac usb flash drive,positive
885,ham,Gibbs unsold mike hussey,,,,gibbs unsold mike hussey,positive
886,ham,I like to talk pa but am not able to  I dont know y ,,,,like talk pa able dont know,positive
887,ham,Y dun cut too short leh  U dun like ah  She failed  She s quite sad ,,,,dun cut short leh u dun like ah failed quite sad,negative
888,ham,You unbelievable faglord,,,,unbelievable faglord,positive
889,ham,Wife how she knew the time of murder exactly,,,,wife knew time murder exactly,negative
890,ham,Why do you ask princess ,,,,ask princess,positive
891,ham,I am great princess  What are you thinking about me    ,,,,great princess thinking,positive
892,ham,Nutter  Cutter  Ctter  Cttergg  Cttargg  Ctargg  Ctagg  ie you,,,,nutter cutter ctter cttergg cttargg ctargg ctagg ie,positive
893,ham,It s ok i noe u re busy but i m really too bored so i msg u  I oso dunno wat colour she choose  me one ,,,,ok noe u busy really bored msg u oso dunno wat colour choose one,negative
